Title,DOI
Bistable dynamics of cardiac cell models coupled by dynamic gap junctions linked to Cardiac Memory,10.1007/s00422-009-0352-3
Bacteria-induced gap junctions in tumors favor antigen cross-presentation and antitumor immunity,10.1126/scitranslmed.3000739
Natural and engineered photoactivated nucleotidyl cyclases for optogenetic applications,10.1074/jbc.m110.177600
The weirdest people in the world are a harbinger of the future of the world,10.1017/S0140525X10000312
Optical detection of buccal epithelial nanoarchitectural alterations in patients harboring lung cancer: implications for screening,10.1158/0008-5472.CAN-10-1686
Optical measurement of rectal microvasculature as an adjunct to flexible sigmoidosocopy: gender-specific implications,10.1158/1940-6207.CAPR-09-0254
"Neuroengineering tools/applications for bidirectional interfaces, brain-computer interfaces, and neuroprosthetic implants - a review of recent progress",10.3389/fneng.2010.00112
Epigenetic regulation of genes in learning and memory,10.1042/bse0480263
An outer arm Dynein conformational switch is required for metachronal synchrony of motile cilia in planaria,10.1091/mbc.E10-04-0373
"Closed-loop, open-source electrophysiology",10.3389/fnins.2010.00031
A temporarily distinct subpopulation of slow-cycling melanoma cells is required for continuous tumor growth,10.1016/j.cell.2010.04.020
Targeted deletion of Kcne2 causes gastritis cystica profunda and gastric neoplasia,10.1371/journal.pone.0011451
Altered GABA(A) receptor subunit expression and pharmacology in human Angelman syndrome cortex,10.1016/j.neulet.2010.08.001
Monitoring sleep and arousal in zebrafish,10.1016/B978-0-12-384892-5.00011-6
Zebrafish behavioral profiling links drugs to biological targets and rest/wake regulation,10.1126/science.1183090
Morphological communication: exploiting coupled dynamics in a complex mechanical structure to achieve locomotion,10.1098/rsif.2009.0240
Flower forms an extracellular code that reveals the fitness of a cell to its neighbors in Drosophila,10.1016/j.devcel.2010.05.010
Planar cell polarity: the orientation of larval denticles in Drosophila appears to depend on gradients of Dachsous and Fat,10.1242/dev.047126
Why copy others? Insights from the social learning strategies tournament,10.1126/science.1184719
Differences in the behavior characteristics between Daphnia magna and Japanese madaka in an on-line biomonitoring system,10.1016/s1001-0742(09)60166-2
Serotonin 2B receptor signaling is required for craniofacial morphogenesis and jaw joint formation in Xenopus,10.1242/dev.041079
Methods for imaging Shewanella oneidensis MR-1 nanofilaments,10.1016/j.mimet.2010.05.011
First evidence that drugs of abuse produce behavioral sensitization and cross sensitization in planarians,10.1097/FBP.0b013e32833b0098
Marked hemiatrophy in carriers of Duchenne muscular dystrophy,10.1001/archneurol.2010.58
The antidepressant sertraline targets intracellular vesiculogenic membranes in yeast,10.1534/genetics.110.117846
Bone progenitor dysfunction induces myelodysplasia and secondary leukaemia,10.1038/nature08851
Genomic organization and evolution of the Atlantic salmon hemoglobin repertoire,10.1186/1471-2164-11-539
Expression of biologically active recombinant antifreeze protein His-MpAFP149 from the desert beetle (Microdera punctipennis dzungarica) in Escherichia coli,10.1007/s11033-009-9594-3
An ontology for description of drug discovery investigations,10.1515/jib-2010-126
A direct and functional interaction between Go and Rab5 during G protein-coupled receptor signaling,10.1126/scisignal.2000877
Brain embodiment of syntax and grammar: discrete combinatorial mechanisms spelt out in neuronal circuits,10.1016/j.bandl.2009.08.002
Spike integration and cellular memory in a rhythmic network from Na+/K+ pump current dynamics,10.1038/nn.2444
Innovation in gene regulation: the case of chromatin computation,10.1016/j.jtbi.2010.03.011
Neural cytoskeleton capabilities for learning and memory,10.1007/s10867-009-9153-0
Ion channels and the hallmarks of cancer,10.1152/physrev.00044.2016
What is an organism? An immunological answer,10.1017/cbo9780511807381.003
Advances in understanding tissue regenerative capacity and mechanisms in animals,10.1038/nrg2879
Drosophila SPARC is a self-protective signal expressed by loser cells during cell competition,10.1016/j.devcel.2010.09.004
Chiral forces organize left-right patterning in C. elegans by uncoupling midline and anteroposterior axis,10.1016/j.devcel.2010.08.014
Paroxetine and neonatal withdrawal syndrome,10.1136/bcr.12.2009.2528
What's new in atopic eczema?,10.1517/14728211003792518
Recruitment strategies and colony size in ants,10.1371/journal.pone.0011664
Gene expression of axon growth promoting factors in the deer antler,10.1371/journal.pone.0015706
Physical and functional interaction between integrins and hERG1 channels in cancer cells,10.1007/978-1-4419-6066-5_6
On science and philosophy,10.1038/embor.2010.53
Genotype-phenotype mapping and the end of the 'genes as blueprint' metaphor,10.1098/rstb.2009.0241
Spontaneous rhythmogenic capabilities of sympathetic neuronal assemblies in the rat spinal cord slice,10.1016/j.neuroscience.2010.07.007
Correlated cerebral events between physically and sensory isolated pairs of subjects exposed to yoked circumcerebral magnetic fields,10.1016/j.neulet.2010.09.060
10-20 Joules as a neuromolecular quantum in medicinal chemistry: an alternative approach to myriad molecular pathways?,10.2174/092986710791959701
Experimental demonstration of associative memory with memristive neural networks,10.1016/j.neunet.2010.05.001
Avoidance behavior of earthworms under exposure to pesticides: is it always chemosensorial?,10.1080/03601231003613625
Astrocytes and human cognition: modeling information integration and modulation of neuronal activity,10.1016/j.pneurobio.2010.07.001
Coevolutionary games--a mini review,10.1016/j.biosystems.2009.10.003
Trio is a key guanine nucleotide exchange factor coordinating regulation of the migration and morphogenesis of granule cells in the developing cerebellum,10.1074/jbc.M109.096537
Using an improved Tol2 transposon system to produce transgenic zebrafish with epinecidin-1 which enhanced resistance to bacterial infection,10.1016/j.fsi.2010.02.003
Canonical TRP channels and mechanotransduction: from physiology to disease states,10.1007/s00424-010-0847-8
Use of proton-pump inhibitors in early pregnancy and the risk of birth defects,10.1056/NEJMoa1002689
"Updated National Birth Prevalence estimates for selected birth defects in the United States, 2004-2006",10.1002/bdra.20735
The Cortexionist architecture: behavioural intelligence of artificial creatures,10.1007/s00371-010-0424-3
Infrared snake eyes: TRPA1 and the thermal sensitivity of the snake pit organ,10.1126/scisignal.3127pe22
Wnt11 patterns a myocardial electrical gradient through regulation of the L-type Ca(2+) channel,10.1038/nature09249
Perpendicular organization of sympathetic neurons within a required physiological voltage,10.1016/j.expneurol.2009.12.002
pH-dependent modulation of voltage gating in connexin45 homotypic and connexin45/connexin43 heterotypic gap junctions,10.1073/pnas.1004552107
N terminus is key to the dominant negative suppression of Ca(V)2 calcium channels: implications for episodic ataxia type 2,10.1074/jbc.M109.065045
Glyphosate-based herbicides produce teratogenic effects on vertebrates by impairing retinoic acid signaling,10.1021/tx1001749
Ion imaging during axolotl tail regeneration in vivo,10.1002/dvdy.22323
Simulation of neurocomputing based on the photophobic reactions of Euglena with optical feedback stimulation,10.1016/j.biosystems.2010.02.002
Long-range neural and gap junction protein-mediated cues control polarity during planarian regeneration,S0012-1606(09)01402-X [pii] 10.1016/j.ydbio.2009.12.012
Synthetic strategies for studying embryonic development,10.1016/j.chembiol.2010.04.013
Individual variation in organ histogenesis as a causative factor in the developmental origins of health and disease: unnoticed congenital anomalies?,10.1111/j.1741-4520.2010.00295.x
What is flux balance analysis?,10.1038/nbt.1614
Advanced dynamic monitoring of cellular status using label-free and non-invasive cell-based sensing technology for the prediction of anticancer drug efficacy,10.1007/s00216-010-4223-5
Cell engineering and cultivation of chinese hamster ovary (CHO) cells,10.2174/138920110791111960
Shells and heart: Are human laterality and chirality of snails controlled by the same maternal genes?,10.1002/ajmg.a.33655
Regenerated synapses in lamprey spinal cord are sparse and small even after functional recovery from injury,10.1002/cne.22368
Future perspectives - proposal for Oxford Physiome Project,10.1007/978-1-4419-5692-7_12
Wnt2 expression and signaling is increased by different classes of antidepressant treatments,10.1016/j.biopsych.2010.04.023
Characterization of the cardiac Na+/K+ pump by development of a comprehensive and mechanistic model,10.1016/j.jtbi.2010.04.028
Analysis of hoxa11 and hoxa13 expression during patternless limb regeneration in Xenopus,10.1016/j.ydbio.2009.11.026
Cleft palate is caused by CNS dysfunction in Gad1 and Viaat knockout mice,10.1371/journal.pone.0009758
Circadian transcription profile of mouse breast cancer under light-dark and dark-dark conditions,10.1163/18757421-90000193
Reduced histone biosynthesis and chromatin changes arising from a damage signal at telomeres,10.1038/nsmb.1897
"The orphan tyrosine kinase receptor, ROR2, mediates Wnt5A signaling in metastatic melanoma",10.1038/onc.2009.305
Characterization of sperm DNA damage in Kartagener's syndrome with recurrent fertilization failure: case revisited,10.1016/j.srhc.2009.12.001
[Effects and molecular mechanisms of the biological action of weak and extremely weak magnetic fields],10.1134/s0006350910040081
Biophysics and systems biology,10.1098/rsta.2009.0245
Analysis of motor function modulated by cholinergic neurons in planarian Dugesia japonica,10.1016/j.neuroscience.2010.03.038
Improved methodology for identifying the teratogenic potential in early drug development of hERG channel blocking drugs,10.1016/j.reprotox.2010.01.014
Electric currents couple spatially separated biogeochemical processes in marine sediment,10.1038/nature08790
On growth and form: a Cartesian coordinate system of Wnt and BMP signaling specifies bilaterian body axes,10.1242/dev.039651
An in vivo biosensor for neurotransmitter release and in situ receptor activity,10.1038/nn.2469
Role of voltage-gated potassium channels in the fate determination of embryonic stem cells,10.1002/jcp.22113
A genome-wide Drosophila screen for heat nociception identifies alpha2delta3 as an evolutionarily conserved pain gene,10.1016/j.cell.2010.09.047
Elements of a cybernetic epistemology Adaptive systems that can develop system-specific behavior,10.1108/03684921011036781
Elements of a cybernetic epistemology: preprogrammed adaptive systems,10.1108/03684921011021273
The Relationship Between: Miller's Living Systems Theory and Beer's Viable Systems Theory,10.1002/sres.955
Calcium store depletion induces persistent perisomatic increases in the functional density of h channels in hippocampal pyramidal neurons,10.1016/j.neuron.2010.11.033
Computational analysis of the impact of chronic stress on intrinsic and synaptic excitability in the hippocampus,10.1152/jn.00913.2009
Use of antidepressants during pregnancy and the risk of spontaneous abortion,10.1503/cmaj.091208
Enantiomorphs differ in shape in opposite directions between populations,10.1111/j.1420-9101.2010.02099.x
